Filename,Size(number of gates),,,,Cycle,,,,SQGs,,,,MQGs,,,,Total Time
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_9.qasm,405,200,205(50.62%),,540,312,228(42.22%),,270(x),88(x),182(67.41%),,135(cx),112(cx),23(17.04%),,4.805433511734009
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_0.qasm,450,237,213(47.33%),,630,378,252(40.00%),,270(x),96(x),174(64.44%),,180(cx),141(cx),39(21.67%),,4.881881475448608
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_1.qasm,450,215,235(52.22%),,630,340,290(46.03%),,270(x),90(x),180(66.67%),,180(cx),125(cx),55(30.56%),,4.624996185302734
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_2.qasm,450,225,225(50.00%),,630,362,268(42.54%),,270(x),88(x),182(67.41%),,180(cx),137(cx),43(23.89%),,4.921926021575928
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_3.qasm,450,197,253(56.22%),,630,316,314(49.84%),,270(x),78(x),192(71.11%),,180(cx),119(cx),61(33.89%),,5.593661069869995
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_4.qasm,450,235,215(47.78%),,630,378,252(40.00%),,270(x),92(x),178(65.93%),,180(cx),143(cx),37(20.56%),,5.1097211837768555
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_5.qasm,450,204,246(54.67%),,630,338,292(46.35%),,270(x),70(x),200(74.07%),,180(cx),134(cx),46(25.56%),,4.985315322875977
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_6.qasm,450,249,201(44.67%),,630,394,236(37.46%),,270(x),104(x),166(61.48%),,180(cx),145(cx),35(19.44%),,5.0925679206848145
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_7.qasm,450,233,217(48.22%),,630,368,262(41.59%),,270(x),98(x),172(63.70%),,180(cx),135(cx),45(25.00%),,4.953105926513672
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_8.qasm,450,256,194(43.11%),,630,402,228(36.19%),,270(x),110(x),160(59.26%),,180(cx),146(cx),34(18.89%),,6.218764781951904
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.4D2_9.qasm,450,226,224(49.78%),,630,354,276(43.81%),,270(x),98(x),172(63.70%),,180(cx),128(cx),52(28.89%),,4.640592336654663
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_0.qasm,53,36,17(32.08%),,78,58,20(25.64%),,28(x),14(x),14(50.00%),,25(cx),22(cx),3(12.00%),,0.1562938690185547
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_1.qasm,495,282,213(43.03%),,720,460,260(36.11%),,270(x),104(x),166(61.48%),,225(cx),178(cx),47(20.89%),,5.078109264373779
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_2.qasm,495,264,231(46.67%),,720,440,280(38.89%),,270(x),88(x),182(67.41%),,225(cx),176(cx),49(21.78%),,6.765603303909302
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_3.qasm,495,256,239(48.28%),,720,426,294(40.83%),,270(x),86(x),184(68.15%),,225(cx),170(cx),55(24.44%),,6.640770673751831
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_4.qasm,495,275,220(44.44%),,720,444,276(38.33%),,270(x),106(x),164(60.74%),,225(cx),169(cx),56(24.89%),,6.390458345413208
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_5.qasm,495,266,229(46.26%),,720,426,294(40.83%),,270(x),106(x),164(60.74%),,225(cx),160(cx),65(28.89%),,5.609368324279785
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_6.qasm,495,244,251(50.71%),,720,396,324(45.00%),,270(x),92(x),178(65.93%),,225(cx),152(cx),73(32.44%),,5.984728097915649
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_7.qasm,495,266,229(46.26%),,720,430,290(40.28%),,270(x),102(x),168(62.22%),,225(cx),164(cx),61(27.11%),,7.968394756317139
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_8.qasm,495,243,252(50.91%),,720,396,324(45.00%),,270(x),90(x),180(66.67%),,225(cx),153(cx),72(32.00%),,6.109387397766113
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.5D2_9.qasm,495,261,234(47.27%),,720,420,300(41.67%),,270(x),102(x),168(62.22%),,225(cx),159(cx),66(29.33%),,6.046828985214233
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_0.qasm,405,63,342(84.44%),,450,98,352(78.22%),,360(x),28(x),332(92.22%),,45(cx),35(cx),10(22.22%),,1.3593525886535645
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_1.qasm,405,81,324(80.00%),,450,120,330(73.33%),,360(x),42(x),318(88.33%),,45(cx),39(cx),6(13.33%),,1.5156450271606445
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_2.qasm,405,72,333(82.22%),,450,114,336(74.67%),,360(x),30(x),330(91.67%),,45(cx),42(cx),3(6.67%),,1.3437721729278564
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_3.qasm,405,66,339(83.70%),,450,104,346(76.89%),,360(x),28(x),332(92.22%),,45(cx),38(cx),7(15.56%),,1.4687690734863281
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_4.qasm,405,73,332(81.98%),,450,110,340(75.56%),,360(x),36(x),324(90.00%),,45(cx),37(cx),8(17.78%),,0.9859879016876221
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_5.qasm,405,71,334(82.47%),,450,112,338(75.11%),,360(x),30(x),330(91.67%),,45(cx),41(cx),4(8.89%),,1.2483396530151367
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_6.qasm,405,73,332(81.98%),,450,110,340(75.56%),,360(x),36(x),324(90.00%),,45(cx),37(cx),8(17.78%),,1.26568603515625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_7.qasm,405,73,332(81.98%),,450,108,342(76.00%),,360(x),38(x),322(89.44%),,45(cx),35(cx),10(22.22%),,1.1887922286987305
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_8.qasm,405,63,342(84.44%),,450,100,350(77.78%),,360(x),26(x),334(92.78%),,45(cx),37(cx),8(17.78%),,1.375431776046753
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.1D2_9.qasm,405,56,349(86.17%),,450,88,362(80.44%),,360(x),24(x),336(93.33%),,45(cx),32(cx),13(28.89%),,1.3010849952697754
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_0.qasm,450,154,296(65.78%),,540,234,306(56.67%),,360(x),74(x),286(79.44%),,90(cx),80(cx),10(11.11%),,2.540900707244873
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_1.qasm,450,140,310(68.89%),,540,214,326(60.37%),,360(x),66(x),294(81.67%),,90(cx),74(cx),16(17.78%),,1.9378046989440918
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_2.qasm,450,128,322(71.56%),,540,204,336(62.22%),,360(x),52(x),308(85.56%),,90(cx),76(cx),14(15.56%),,1.9530229568481445
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_3.qasm,450,124,326(72.44%),,540,194,346(64.07%),,360(x),54(x),306(85.00%),,90(cx),70(cx),20(22.22%),,2.3280088901519775
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_4.qasm,450,141,309(68.67%),,540,218,322(59.63%),,360(x),64(x),296(82.22%),,90(cx),77(cx),13(14.44%),,2.562718152999878
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_5.qasm,450,121,329(73.11%),,540,192,348(64.44%),,360(x),50(x),310(86.11%),,90(cx),71(cx),19(21.11%),,1.8278615474700928
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_6.qasm,450,144,306(68.00%),,540,222,318(58.89%),,360(x),66(x),294(81.67%),,90(cx),78(cx),12(13.33%),,2.6563920974731445
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_7.qasm,450,148,302(67.11%),,540,226,314(58.15%),,360(x),70(x),290(80.56%),,90(cx),78(cx),12(13.33%),,2.5938656330108643
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_8.qasm,450,125,325(72.22%),,540,196,344(63.70%),,360(x),54(x),306(85.00%),,90(cx),71(cx),19(21.11%),,3.2497150897979736
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.2D2_9.qasm,450,154,296(65.78%),,540,238,302(55.93%),,360(x),70(x),290(80.56%),,90(cx),84(cx),6(6.67%),,2.1718902587890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_0.qasm,495,190,305(61.62%),,630,296,334(53.02%),,360(x),84(x),276(76.67%),,135(cx),106(cx),29(21.48%),,4.625030517578125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_1.qasm,495,155,340(68.69%),,630,246,384(60.95%),,360(x),64(x),296(82.22%),,135(cx),91(cx),44(32.59%),,4.140531778335571
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_2.qasm,495,189,306(61.82%),,630,300,330(52.38%),,360(x),78(x),282(78.33%),,135(cx),111(cx),24(17.78%),,2.9687411785125732
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_3.qasm,495,190,305(61.62%),,630,306,324(51.43%),,360(x),74(x),286(79.44%),,135(cx),116(cx),19(14.07%),,4.015654563903809
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_4.qasm,495,188,307(62.02%),,630,292,338(53.65%),,360(x),84(x),276(76.67%),,135(cx),104(cx),31(22.96%),,4.343712568283081
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_5.qasm,495,193,302(61.01%),,630,300,330(52.38%),,360(x),86(x),274(76.11%),,135(cx),107(cx),28(20.74%),,3.6563289165496826
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_6.qasm,495,189,306(61.82%),,630,294,336(53.33%),,360(x),84(x),276(76.67%),,135(cx),105(cx),30(22.22%),,2.656400680541992
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_7.qasm,495,184,311(62.83%),,630,290,340(53.97%),,360(x),78(x),282(78.33%),,135(cx),106(cx),29(21.48%),,3.687300443649292
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_8.qasm,495,174,321(64.85%),,630,272,358(56.83%),,360(x),76(x),284(78.89%),,135(cx),98(cx),37(27.41%),,4.203159332275391
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.3D2_9.qasm,495,175,320(64.65%),,630,272,358(56.83%),,360(x),78(x),282(78.33%),,135(cx),97(cx),38(28.15%),,4.422713279724121
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_0.qasm,540,231,309(57.22%),,720,374,346(48.06%),,360(x),88(x),272(75.56%),,180(cx),143(cx),37(20.56%),,4.264756441116333
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_1.qasm,540,224,316(58.52%),,720,366,354(49.17%),,360(x),82(x),278(77.22%),,180(cx),142(cx),38(21.11%),,5.125079154968262
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_2.qasm,540,239,301(55.74%),,720,382,338(46.94%),,360(x),96(x),264(73.33%),,180(cx),143(cx),37(20.56%),,5.312427520751953
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_3.qasm,540,221,319(59.07%),,720,344,376(52.22%),,360(x),98(x),262(72.78%),,180(cx),123(cx),57(31.67%),,3.468729019165039
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_4.qasm,540,246,294(54.44%),,720,390,330(45.83%),,360(x),102(x),258(71.67%),,180(cx),144(cx),36(20.00%),,3.8284685611724854
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_5.qasm,540,237,303(56.11%),,720,380,340(47.22%),,360(x),94(x),266(73.89%),,180(cx),143(cx),37(20.56%),,5.359043836593628
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_6.qasm,540,221,319(59.07%),,720,354,366(50.83%),,360(x),88(x),272(75.56%),,180(cx),133(cx),47(26.11%),,6.2499754428863525
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_7.qasm,540,241,299(55.37%),,720,384,336(46.67%),,360(x),98(x),262(72.78%),,180(cx),143(cx),37(20.56%),,4.984659910202026
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_8.qasm,540,239,301(55.74%),,720,376,344(47.78%),,360(x),102(x),258(71.67%),,180(cx),137(cx),43(23.89%),,6.281002044677734
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.4D1_.4D2_9.qasm,540,246,294(54.44%),,720,380,340(47.22%),,360(x),112(x),248(68.89%),,180(cx),134(cx),46(25.56%),,3.687471389770508
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_0.qasm,495,89,406(82.02%),,540,130,410(75.93%),,450(x),48(x),402(89.33%),,45(cx),41(cx),4(8.89%),,1.4688079357147217
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_1.qasm,495,65,430(86.87%),,540,98,442(81.85%),,450(x),32(x),418(92.89%),,45(cx),33(cx),12(26.67%),,1.2499072551727295
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_2.qasm,495,65,430(86.87%),,540,96,444(82.22%),,450(x),34(x),416(92.44%),,45(cx),31(cx),14(31.11%),,1.4379777908325195
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_3.qasm,495,72,423(85.45%),,540,108,432(80.00%),,450(x),36(x),414(92.00%),,45(cx),36(cx),9(20.00%),,1.312091588973999
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_4.qasm,495,59,436(88.08%),,540,92,448(82.96%),,450(x),26(x),424(94.22%),,45(cx),33(cx),12(26.67%),,1.2499322891235352
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_5.qasm,495,84,411(83.03%),,540,124,416(77.04%),,450(x),44(x),406(90.22%),,45(cx),40(cx),5(11.11%),,1.4687654972076416
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_6.qasm,495,45,450(90.91%),,540,70,470(87.04%),,450(x),20(x),430(95.56%),,45(cx),25(cx),20(44.44%),,1.2044668197631836
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_7.qasm,495,83,412(83.23%),,540,126,414(76.67%),,450(x),40(x),410(91.11%),,45(cx),43(cx),2(4.44%),,1.2184805870056152
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_8.qasm,495,65,430(86.87%),,540,96,444(82.22%),,450(x),34(x),416(92.44%),,45(cx),31(cx),14(31.11%),,1.3749945163726807
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.1D2_9.qasm,495,77,418(84.44%),,540,114,426(78.89%),,450(x),40(x),410(91.11%),,45(cx),37(cx),8(17.78%),,1.140702724456787
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_0.qasm,540,148,392(72.59%),,630,232,398(63.17%),,450(x),64(x),386(85.78%),,90(cx),84(cx),6(6.67%),,2.124988555908203
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_1.qasm,540,123,417(77.22%),,630,186,444(70.48%),,450(x),60(x),390(86.67%),,90(cx),63(cx),27(30.00%),,2.874957799911499
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_2.qasm,540,133,407(75.37%),,630,208,422(66.98%),,450(x),58(x),392(87.11%),,90(cx),75(cx),15(16.67%),,2.124990940093994
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_3.qasm,540,163,377(69.81%),,630,246,384(60.95%),,450(x),80(x),370(82.22%),,90(cx),83(cx),7(7.78%),,2.1875007152557373
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_4.qasm,540,132,408(75.56%),,630,202,428(67.94%),,450(x),62(x),388(86.22%),,90(cx),70(cx),20(22.22%),,2.516113758087158
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_5.qasm,540,143,397(73.52%),,630,218,412(65.40%),,450(x),68(x),382(84.89%),,90(cx),75(cx),15(16.67%),,2.062084197998047
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_6.qasm,540,134,406(75.19%),,630,210,420(66.67%),,450(x),58(x),392(87.11%),,90(cx),76(cx),14(15.56%),,2.7656185626983643
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_7.qasm,540,149,391(72.41%),,630,230,400(63.49%),,450(x),68(x),382(84.89%),,90(cx),81(cx),9(10.00%),,2.171945333480835
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_8.qasm,540,142,398(73.70%),,630,220,410(65.08%),,450(x),64(x),386(85.78%),,90(cx),78(cx),12(13.33%),,2.109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.2D2_9.qasm,540,143,397(73.52%),,630,220,410(65.08%),,450(x),66(x),384(85.33%),,90(cx),77(cx),13(14.44%),,2.6405997276306152
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_0.qasm,585,191,394(67.35%),,720,302,418(58.06%),,450(x),80(x),370(82.22%),,135(cx),111(cx),24(17.78%),,3.890589714050293
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_1.qasm,585,195,390(66.67%),,720,302,418(58.06%),,450(x),88(x),362(80.44%),,135(cx),107(cx),28(20.74%),,2.875013828277588
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_2.qasm,585,188,397(67.86%),,720,292,428(59.44%),,450(x),84(x),366(81.33%),,135(cx),104(cx),31(22.96%),,2.9064435958862305
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_3.qasm,585,182,403(68.89%),,720,290,430(59.72%),,450(x),74(x),376(83.56%),,135(cx),108(cx),27(20.00%),,3.9534077644348145
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_4.qasm,585,179,406(69.40%),,720,282,438(60.83%),,450(x),76(x),374(83.11%),,135(cx),103(cx),32(23.70%),,4.827780246734619
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_5.qasm,585,211,374(63.93%),,720,330,390(54.17%),,450(x),92(x),358(79.56%),,135(cx),119(cx),16(11.85%),,4.093703031539917
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_6.qasm,585,196,389(66.50%),,720,310,410(56.94%),,450(x),82(x),368(81.78%),,135(cx),114(cx),21(15.56%),,4.031741619110107
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_7.qasm,585,187,398(68.03%),,720,294,426(59.17%),,450(x),80(x),370(82.22%),,135(cx),107(cx),28(20.74%),,3.936943531036377
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_8.qasm,585,184,401(68.55%),,720,292,428(59.44%),,450(x),76(x),374(83.11%),,135(cx),108(cx),27(20.00%),,4.750378847122192
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.5D1_.3D2_9.qasm,585,183,402(68.72%),,720,290,430(59.72%),,450(x),76(x),374(83.11%),,135(cx),107(cx),28(20.74%),,3.952805519104004
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_0.qasm,585,71,514(87.86%),,630,106,524(83.17%),,540(x),36(x),504(93.33%),,45(cx),35(cx),10(22.22%),,1.4375877380371094
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_1.qasm,585,75,510(87.18%),,630,114,516(81.90%),,540(x),36(x),504(93.33%),,45(cx),39(cx),6(13.33%),,1.7029750347137451
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_2.qasm,585,85,500(85.47%),,630,124,506(80.32%),,540(x),46(x),494(91.48%),,45(cx),39(cx),6(13.33%),,1.250070333480835
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_3.qasm,585,70,515(88.03%),,630,104,526(83.49%),,540(x),36(x),504(93.33%),,45(cx),34(cx),11(24.44%),,1.5936779975891113
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_4.qasm,585,65,520(88.89%),,630,98,532(84.44%),,540(x),32(x),508(94.07%),,45(cx),33(cx),12(26.67%),,1.1406300067901611
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_5.qasm,585,75,510(87.18%),,630,118,512(81.27%),,540(x),32(x),508(94.07%),,45(cx),43(cx),2(4.44%),,1.2657229900360107
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_6.qasm,585,48,537(91.79%),,630,74,556(88.25%),,540(x),22(x),518(95.93%),,45(cx),26(cx),19(42.22%),,1.3279633522033691
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_7.qasm,585,64,521(89.06%),,630,98,532(84.44%),,540(x),30(x),510(94.44%),,45(cx),34(cx),11(24.44%),,1.2187514305114746
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_8.qasm,585,81,504(86.15%),,630,122,508(80.63%),,540(x),40(x),500(92.59%),,45(cx),41(cx),4(8.89%),,1.234349012374878
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.1D2_9.qasm,585,72,513(87.69%),,630,108,522(82.86%),,540(x),36(x),504(93.33%),,45(cx),36(cx),9(20.00%),,1.4687705039978027
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_0.qasm,630,133,497(78.89%),,720,204,516(71.67%),,540(x),62(x),478(88.52%),,90(cx),71(cx),19(21.11%),,2.62498140335083
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_1.qasm,630,138,492(78.10%),,720,214,506(70.28%),,540(x),62(x),478(88.52%),,90(cx),76(cx),14(15.56%),,2.1718993186950684
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_2.qasm,630,132,498(79.05%),,720,208,512(71.11%),,540(x),56(x),484(89.63%),,90(cx),76(cx),14(15.56%),,2.171877384185791
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_3.qasm,630,107,523(83.02%),,720,166,554(76.94%),,540(x),48(x),492(91.11%),,90(cx),59(cx),31(34.44%),,2.4222466945648193
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_4.qasm,630,139,491(77.94%),,720,212,508(70.56%),,540(x),66(x),474(87.78%),,90(cx),73(cx),17(18.89%),,2.7966737747192383
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_5.qasm,630,144,486(77.14%),,720,222,498(69.17%),,540(x),66(x),474(87.78%),,90(cx),78(cx),12(13.33%),,3.422290325164795
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_6.qasm,630,153,477(75.71%),,720,234,486(67.50%),,540(x),72(x),468(86.67%),,90(cx),81(cx),9(10.00%),,2.202664375305176
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_7.qasm,630,136,494(78.41%),,720,214,506(70.28%),,540(x),58(x),482(89.26%),,90(cx),78(cx),12(13.33%),,2.9220004081726074
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_8.qasm,630,145,485(76.98%),,720,222,498(69.17%),,540(x),68(x),472(87.41%),,90(cx),77(cx),13(14.44%),,3.406113862991333
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.6D1_.2D2_9.qasm,630,138,492(78.10%),,720,210,510(70.83%),,540(x),66(x),474(87.78%),,90(cx),72(cx),18(20.00%),,2.531205892562866
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.7D1_.1D2_0.qasm,675,83,592(87.70%),,720,124,596(82.78%),,630(x),42(x),588(93.33%),,45(cx),41(cx),4(8.89%),,1.6406304836273193
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.7D1_.1D2_1.qasm,675,76,599(88.74%),,720,114,606(84.17%),,630(x),38(x),592(93.97%),,45(cx),38(cx),7(15.56%),,1.3593835830688477
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.7D1_.1D2_2.qasm,675,71,604(89.48%),,720,108,612(85.00%),,630(x),34(x),596(94.60%),,45(cx),37(cx),8(17.78%),,1.5156974792480469
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.7D1_.1D2_3.qasm,675,69,606(89.78%),,720,104,616(85.56%),,630(x),34(x),596(94.60%),,45(cx),35(cx),10(22.22%),,1.515587568283081
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.7D1_.1D2_4.qasm,675,67,608(90.07%),,720,100,620(86.11%),,630(x),34(x),596(94.60%),,45(cx),33(cx),12(26.67%),,1.4999597072601318
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.7D1_.1D2_5.qasm,675,77,598(88.59%),,720,112,608(84.44%),,630(x),42(x),588(93.33%),,45(cx),35(cx),10(22.22%),,1.3281664848327637
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.7D1_.1D2_6.qasm,675,64,611(90.52%),,720,96,624(86.67%),,630(x),32(x),598(94.92%),,45(cx),32(cx),13(28.89%),,1.2813692092895508
